step=1357014, D_t=122.617914, c_t=3.829553, e_P=0.500525, e_R=0.298126, e_P_bar=8.001980, e_R_bar=13.461209
step=1360713, D_t=204.837314, c_t=3.453311, e_P=0.735288, e_R=0.529065, e_P_bar=10.474982, e_R_bar=17.319047
step=1365372, D_t=85.278595, c_t=3.254753, e_P=0.600567, e_R=0.220791, e_P_bar=9.888521, e_R_bar=8.530788
step=1370490, D_t=16.154844, c_t=3.070072, e_P=0.353029, e_R=0.131463, e_P_bar=4.275240, e_R_bar=3.745932
step=1376031, D_t=217.141082, c_t=3.561682, e_P=1.132848, e_R=0.016441, e_P_bar=20.839438, e_R_bar=-0.320515
step=1382046, D_t=22.096931, c_t=3.068625, e_P=0.276609, e_R=0.156527, e_P_bar=3.722941, e_R_bar=5.507592
step=1384371, D_t=32.075645, c_t=3.128000, e_P=0.460322, e_R=0.099306, e_P_bar=7.198066, e_R_bar=3.512712
step=1390682, D_t=123.535145, c_t=3.411448, e_P=0.713444, e_R=0.397858, e_P_bar=8.993025, e_R_bar=12.891694
step=1394704, D_t=114.575447, c_t=3.956595, e_P=0.237900, e_R=0.428932, e_P_bar=2.681376, e_R_bar=14.898359
step=1399718, D_t=93.322798, c_t=3.661969, e_P=0.485044, e_R=0.198090, e_P_bar=9.724361, e_R_bar=9.595957
step=1403255, D_t=56.948937, c_t=3.036414, e_P=0.254928, e_R=0.198629, e_P_bar=3.717399, e_R_bar=10.003940
step=1406013, D_t=134.360764, c_t=3.452056, e_P=0.376761, e_R=0.383990, e_P_bar=5.724940, e_R_bar=15.360553
step=1407789, D_t=23.693199, c_t=3.018667, e_P=0.229486, e_R=0.218721, e_P_bar=2.400145, e_R_bar=6.451799
step=1413837, D_t=30.216375, c_t=3.022300, e_P=0.383237, e_R=0.107595, e_P_bar=6.832422, e_R_bar=3.708201
step=1416557, D_t=63.250763, c_t=3.104288, e_P=0.658846, e_R=0.124541, e_P_bar=10.037191, e_R_bar=5.075069
step=1421872, D_t=13.872855, c_t=3.057902, e_P=0.162474, e_R=0.190076, e_P_bar=1.066986, e_R_bar=5.158222
step=1423593, D_t=86.990945, c_t=3.293959, e_P=0.603570, e_R=0.233803, e_P_bar=8.699299, e_R_bar=9.914841
step=1427009, D_t=112.578496, c_t=3.148086, e_P=0.707341, e_R=0.089093, e_P_bar=14.568159, e_R_bar=3.595239
step=1430118, D_t=32.488022, c_t=3.211280, e_P=0.234792, e_R=0.249005, e_P_bar=2.044860, e_R_bar=7.797089
step=1431892, D_t=83.949751, c_t=3.245823, e_P=0.433891, e_R=0.267575, e_P_bar=6.283706, e_R_bar=11.332014
step=1438184, D_t=8.925415, c_t=3.012571, e_P=0.254714, e_R=0.067395, e_P_bar=3.699257, e_R_bar=2.041159
step=1450012, D_t=60.371934, c_t=3.084704, e_P=0.350522, e_R=0.224501, e_P_bar=5.873790, e_R_bar=9.286682
step=1451923, D_t=16.603147, c_t=3.046368, e_P=0.159644, e_R=0.161669, e_P_bar=1.333206, e_R_bar=5.606145
step=1457589, D_t=24.570537, c_t=3.104063, e_P=0.166984, e_R=0.143358, e_P_bar=2.161474, e_R_bar=6.668516
step=1461603, D_t=11.792459, c_t=3.053744, e_P=0.126939, e_R=0.146985, e_P_bar=0.835483, e_R_bar=4.784024
step=1472032, D_t=67.731328, c_t=3.499716, e_P=0.277850, e_R=0.246786, e_P_bar=4.221696, e_R_bar=10.846195
step=1475706, D_t=93.124791, c_t=3.485739, e_P=0.268439, e_R=0.266971, e_P_bar=4.039250, e_R_bar=13.035875
step=1486024, D_t=190.035602, c_t=4.598048, e_P=0.600514, e_R=0.303163, e_P_bar=12.286833, e_R_bar=15.136213
step=1489004, D_t=141.233397, c_t=3.223578, e_P=0.606096, e_R=0.228277, e_P_bar=11.825709, e_R_bar=11.942336
step=1490093, D_t=8.115770, c_t=3.018526, e_P=0.221630, e_R=0.095956, e_P_bar=2.042010, e_R_bar=3.473001
step=1493035, D_t=36.615534, c_t=3.096606, e_P=0.388068, e_R=0.145864, e_P_bar=5.934412, e_R_bar=6.165535
step=1496347, D_t=29.412248, c_t=3.085513, e_P=0.261897, e_R=0.230639, e_P_bar=2.660397, e_R_bar=7.193524
step=1500029, D_t=61.753978, c_t=3.447593, e_P=0.289217, e_R=0.218222, e_P_bar=4.280443, e_R_bar=10.256011
step=1502256, D_t=121.261291, c_t=3.594739, e_P=0.711039, e_R=0.258735, e_P_bar=10.781253, e_R_bar=11.237757
step=1504017, D_t=132.793205, c_t=3.349652, e_P=0.643670, e_R=0.325607, e_P_bar=9.381708, e_R_bar=13.325538
step=1512029, D_t=39.668999, c_t=3.229107, e_P=0.278296, e_R=0.194898, e_P_bar=4.434226, e_R_bar=7.725001
step=1514600, D_t=163.284513, c_t=4.247026, e_P=0.529927, e_R=0.317976, e_P_bar=8.200439, e_R_bar=16.103472
step=1520163, D_t=27.944749, c_t=3.017847, e_P=0.217528, e_R=0.216543, e_P_bar=2.664184, e_R_bar=6.985100
step=1523568, D_t=106.431326, c_t=3.347195, e_P=0.299724, e_R=0.274008, e_P_bar=4.779558, e_R_bar=13.784719
step=1529902, D_t=115.175277, c_t=3.838871, e_P=0.763013, e_R=0.019072, e_P_bar=15.177304, e_R_bar=-0.072226
step=1536030, D_t=45.828124, c_t=3.009767, e_P=0.504577, e_R=0.015751, e_P_bar=9.573727, e_R_bar=-0.264605
step=1542044, D_t=66.554003, c_t=3.013610, e_P=0.600766, e_R=0.026040, e_P_bar=11.532821, e_R_bar=0.319440
step=1544194, D_t=46.112162, c_t=3.180757, e_P=0.197715, e_R=0.162231, e_P_bar=2.677343, e_R_bar=9.222590
step=1549032, D_t=183.219805, c_t=3.749323, e_P=0.973139, e_R=0.004231, e_P_bar=19.142612, e_R_bar=-0.879200
step=1552104, D_t=35.636844, c_t=3.160299, e_P=0.190837, e_R=0.146044, e_P_bar=2.728591, e_R_bar=7.989273
step=1556040, D_t=30.423125, c_t=3.141467, e_P=0.205522, e_R=0.214667, e_P_bar=2.141798, e_R_bar=7.500597
step=1558787, D_t=17.308254, c_t=3.053153, e_P=0.112974, e_R=0.127301, e_P_bar=0.774756, e_R_bar=5.832346
step=1562463, D_t=22.683103, c_t=3.002017, e_P=0.066056, e_R=0.169287, e_P_bar=-0.253855, e_R_bar=6.735444
step=1565144, D_t=14.048957, c_t=3.029201, e_P=0.202784, e_R=0.103530, e_P_bar=2.430567, e_R_bar=4.710653
step=1578522, D_t=28.937812, c_t=3.188622, e_P=0.370305, e_R=0.206172, e_P_bar=4.166203, e_R_bar=6.365405
step=1586038, D_t=15.822580, c_t=3.082294, e_P=0.397164, e_R=0.116283, e_P_bar=4.807270, e_R_bar=2.921526
step=1589026, D_t=153.509323, c_t=3.567495, e_P=0.442929, e_R=0.386896, e_P_bar=6.476645, e_R_bar=16.281023
step=1591234, D_t=74.528683, c_t=3.525924, e_P=0.160504, e_R=0.244404, e_P_bar=1.490827, e_R_bar=12.117541
step=1598503, D_t=120.618602, c_t=3.370404, e_P=0.721766, e_R=0.292318, e_P_bar=12.281418, e_R_bar=9.508101
step=1603503, D_t=36.984362, c_t=3.257596, e_P=0.149333, e_R=0.224295, e_P_bar=1.121055, e_R_bar=8.527131
step=1608023, D_t=61.475201, c_t=3.001253, e_P=0.189932, e_R=0.216566, e_P_bar=2.582649, e_R_bar=10.783336
step=1611028, D_t=69.261608, c_t=3.525723, e_P=0.322604, e_R=0.195369, e_P_bar=5.436263, e_R_bar=10.438882
step=1620732, D_t=143.611140, c_t=3.224955, e_P=0.425617, e_R=0.290261, e_P_bar=7.883439, e_R_bar=15.002456
step=1629568, D_t=42.353030, c_t=3.008910, e_P=0.476041, e_R=0.029154, e_P_bar=9.188099, e_R_bar=0.533750
step=1632351, D_t=149.262155, c_t=3.548409, e_P=0.689034, e_R=0.234936, e_P_bar=12.561211, e_R_bar=11.863401
step=1638184, D_t=71.100542, c_t=3.580163, e_P=0.731761, e_R=0.047707, e_P_bar=11.851890, e_R_bar=1.316737
step=1647015, D_t=16.595276, c_t=3.030841, e_P=0.322531, e_R=0.047101, e_P_bar=5.554758, e_R_bar=1.528142
step=1650254, D_t=58.974600, c_t=3.090938, e_P=0.179836, e_R=0.200584, e_P_bar=2.684257, e_R_bar=10.523496
step=1664230, D_t=123.874004, c_t=3.099658, e_P=0.685814, e_R=0.041471, e_P_bar=15.693223, e_R_bar=1.212744
step=1665294, D_t=69.695170, c_t=3.450878, e_P=0.266638, e_R=0.304319, e_P_bar=3.114336, e_R_bar=11.388207
step=1672891, D_t=260.263500, c_t=5.057812, e_P=0.461551, e_R=0.398121, e_P_bar=8.982677, e_R_bar=20.972327
step=1690040, D_t=33.288913, c_t=3.043015, e_P=0.135216, e_R=0.177548, e_P_bar=1.704193, e_R_bar=7.979571
step=1694022, D_t=52.206243, c_t=3.349329, e_P=0.458743, e_R=0.080664, e_P_bar=9.469320, e_R_bar=3.839852
step=1706017, D_t=40.745748, c_t=3.159474, e_P=0.281425, e_R=0.111745, e_P_bar=5.945252, e_R_bar=6.793046
step=1712014, D_t=9.525750, c_t=3.011435, e_P=0.238131, e_R=0.008099, e_P_bar=4.364802, e_R_bar=-0.711184
step=1718409, D_t=53.885679, c_t=3.100676, e_P=0.162771, e_R=0.175436, e_P_bar=2.411741, e_R_bar=10.097270
step=1723043, D_t=77.068035, c_t=3.311955, e_P=0.650274, e_R=0.098276, e_P_bar=12.019629, e_R_bar=3.108793
step=1735034, D_t=98.443179, c_t=3.042906, e_P=0.446780, e_R=0.201847, e_P_bar=9.633335, e_R_bar=10.202216
step=1738055, D_t=83.939973, c_t=3.462014, e_P=0.369833, e_R=0.293729, e_P_bar=5.450028, e_R_bar=11.754877
step=1742116, D_t=77.467181, c_t=3.650233, e_P=0.695273, e_R=0.022241, e_P_bar=12.447263, e_R_bar=-0.056507
step=1748916, D_t=11.828082, c_t=3.066268, e_P=0.297495, e_R=0.017004, e_P_bar=4.863760, e_R_bar=-0.239958
step=1757010, D_t=248.420533, c_t=4.482878, e_P=0.873237, e_R=0.118612, e_P_bar=21.442585, e_R_bar=6.087413
step=1761023, D_t=48.659924, c_t=3.177701, e_P=0.491961, e_R=0.042296, e_P_bar=9.796298, e_R_bar=1.162924
step=1762051, D_t=27.094700, c_t=3.122606, e_P=0.321667, e_R=0.129055, e_P_bar=4.733795, e_R_bar=5.637427
step=1767728, D_t=79.961122, c_t=3.700680, e_P=0.543935, e_R=0.102757, e_P_bar=11.745895, e_R_bar=4.685743
step=1774018, D_t=43.645177, c_t=3.315480, e_P=0.141040, e_R=0.164733, e_P_bar=2.045743, e_R_bar=9.116210
step=1777015, D_t=101.951648, c_t=3.061170, e_P=0.633278, e_R=0.024243, e_P_bar=14.276578, e_R_bar=0.287445
step=1782017, D_t=31.648758, c_t=3.002581, e_P=0.132239, e_R=0.174430, e_P_bar=1.548326, e_R_bar=7.803858
step=1785484, D_t=148.934193, c_t=4.033987, e_P=0.660960, e_R=0.290880, e_P_bar=11.841424, e_R_bar=12.555837
step=1789648, D_t=51.276500, c_t=3.462501, e_P=0.516735, e_R=0.019711, e_P_bar=10.126846, e_R_bar=-0.043233
step=1800808, D_t=66.384640, c_t=3.570962, e_P=0.108359, e_R=0.210967, e_P_bar=1.224517, e_R_bar=11.457305
step=1805622, D_t=305.210865, c_t=5.445533, e_P=0.937687, e_R=0.240629, e_P_bar=20.595601, e_R_bar=13.647086
step=1816016, D_t=231.868229, c_t=4.406851, e_P=0.530549, e_R=0.341926, e_P_bar=12.568078, e_R_bar=17.486562
step=1819455, D_t=170.952084, c_t=3.222215, e_P=0.770228, e_R=0.053886, e_P_bar=18.366471, e_R_bar=2.139373
step=1823024, D_t=17.204582, c_t=3.027846, e_P=0.096913, e_R=0.108936, e_P_bar=0.803805, e_R_bar=5.810599
step=1828525, D_t=177.285462, c_t=3.111634, e_P=0.590121, e_R=0.230501, e_P_bar=13.388954, e_R_bar=13.240348
step=1833054, D_t=131.918766, c_t=3.533616, e_P=0.736247, e_R=0.117070, e_P_bar=15.378503, e_R_bar=5.228687
step=1841010, D_t=70.416989, c_t=3.423877, e_P=0.315066, e_R=0.185540, e_P_bar=6.692494, e_R_bar=9.800230
step=1844045, D_t=137.503096, c_t=3.341628, e_P=0.775272, e_R=0.024879, e_P_bar=16.580837, e_R_bar=0.286438
step=1847016, D_t=114.381295, c_t=3.851834, e_P=0.549233, e_R=0.191868, e_P_bar=10.994222, e_R_bar=10.386996
step=1854024, D_t=16.156137, c_t=3.060664, e_P=0.117236, e_R=0.117418, e_P_bar=1.555258, e_R_bar=5.467490
step=1859017, D_t=110.082265, c_t=3.520089, e_P=0.594689, e_R=0.050691, e_P_bar=14.717770, e_R_bar=1.884613
step=1863738, D_t=25.023975, c_t=3.019789, e_P=0.301177, e_R=0.133310, e_P_bar=4.668554, e_R_bar=5.315313
step=1882029, D_t=24.419128, c_t=3.166080, e_P=0.366338, e_R=0.160305, e_P_bar=4.433228, e_R_bar=5.402290
step=1889905, D_t=271.738874, c_t=5.560013, e_P=0.893694, e_R=0.337956, e_P_bar=18.277545, e_R_bar=14.470974
step=1892973, D_t=17.508773, c_t=3.062833, e_P=0.258957, e_R=0.092677, e_P_bar=4.441038, e_R_bar=3.910847
step=1898043, D_t=56.837033, c_t=3.248106, e_P=0.267134, e_R=0.164802, e_P_bar=5.307994, e_R_bar=9.246582
step=1903851, D_t=22.646849, c_t=3.010351, e_P=0.299409, e_R=0.034206, e_P_bar=6.624239, e_R_bar=1.188761
step=1906567, D_t=11.713659, c_t=3.026312, e_P=0.254289, e_R=0.060426, e_P_bar=4.212395, e_R_bar=2.383914
step=1911030, D_t=48.480843, c_t=3.332989, e_P=0.256740, e_R=0.211862, e_P_bar=3.992199, e_R_bar=9.001335
step=1920166, D_t=235.322055, c_t=4.626062, e_P=0.700930, e_R=0.328193, e_P_bar=16.600678, e_R_bar=13.966445
step=1924036, D_t=199.870809, c_t=3.578180, e_P=0.867758, e_R=0.379883, e_P_bar=12.949290, e_R_bar=15.233434
step=1937027, D_t=48.829873, c_t=3.074757, e_P=0.485410, e_R=0.016571, e_P_bar=9.882295, e_R_bar=-0.274491
step=1941038, D_t=34.688233, c_t=3.189403, e_P=0.486472, e_R=0.103593, e_P_bar=7.565822, e_R_bar=3.483503
step=1948478, D_t=37.745101, c_t=3.021797, e_P=0.162436, e_R=0.169277, e_P_bar=2.551299, e_R_bar=8.305485
step=1953011, D_t=34.907650, c_t=3.128255, e_P=0.218138, e_R=0.139755, e_P_bar=3.971178, e_R_bar=7.351534
step=1957028, D_t=15.053670, c_t=3.069081, e_P=0.283450, e_R=0.065415, e_P_bar=4.973347, e_R_bar=2.318007
step=1960752, D_t=7.449308, c_t=3.009640, e_P=0.207878, e_R=0.046093, e_P_bar=3.522348, e_R_bar=1.578507
step=1964055, D_t=30.905213, c_t=3.166259, e_P=0.133613, e_R=0.236263, e_P_bar=0.913237, e_R_bar=7.808740
step=1965338, D_t=153.933326, c_t=3.681651, e_P=0.803506, e_R=0.279269, e_P_bar=13.021829, e_R_bar=11.760043
step=1973015, D_t=61.389379, c_t=3.280439, e_P=0.508175, e_R=0.090964, e_P_bar=10.291504, e_R_bar=4.106544
step=1979012, D_t=112.623611, c_t=3.031330, e_P=0.536369, e_R=0.185926, e_P_bar=12.741694, e_R_bar=7.930729
step=1983034, D_t=217.418052, c_t=4.364795, e_P=0.642357, e_R=0.376307, e_P_bar=13.669841, e_R_bar=15.747113
step=1987548, D_t=42.704967, c_t=3.293953, e_P=0.353417, e_R=0.160610, e_P_bar=6.423474, e_R_bar=6.644465
step=1998018, D_t=92.245189, c_t=3.310640, e_P=0.624603, e_R=0.130865, e_P_bar=12.339900, e_R_bar=5.676024
step=2003656, D_t=66.295909, c_t=3.441813, e_P=0.466992, e_R=0.142851, e_P_bar=9.178078, e_R_bar=6.953755
step=2009027, D_t=12.674954, c_t=3.012431, e_P=0.078156, e_R=0.097699, e_P_bar=0.248836, e_R_bar=5.028716
step=2012170, D_t=51.631454, c_t=3.169889, e_P=0.475352, e_R=0.159866, e_P_bar=8.208993, e_R_bar=5.989603
step=2017019, D_t=133.124177, c_t=3.496346, e_P=0.613753, e_R=0.240528, e_P_bar=12.440752, e_R_bar=10.558222
step=2024078, D_t=37.911762, c_t=3.016348, e_P=0.123022, e_R=0.163474, e_P_bar=1.305553, e_R_bar=8.609242
step=2030375, D_t=156.005051, c_t=4.455063, e_P=0.341876, e_R=0.333165, e_P_bar=5.774800, e_R_bar=16.693166
step=2038188, D_t=25.853579, c_t=3.084754, e_P=0.363491, e_R=0.020921, e_P_bar=7.190769, e_R_bar=-0.041098
step=2050076, D_t=26.501356, c_t=3.178445, e_P=0.242317, e_R=0.178143, e_P_bar=3.611397, e_R_bar=6.321434
step=2056037, D_t=377.576005, c_t=4.788453, e_P=1.971822, e_R=0.591983, e_P_bar=22.624922, e_R_bar=15.596953
step=2061017, D_t=28.587058, c_t=3.065623, e_P=0.272357, e_R=0.184218, e_P_bar=3.331398, e_R_bar=6.787924
step=2065025, D_t=15.181933, c_t=3.066322, e_P=0.123783, e_R=0.126552, e_P_bar=1.277080, e_R_bar=5.360311
step=2067033, D_t=130.185563, c_t=4.136064, e_P=0.210166, e_R=0.324439, e_P_bar=2.651794, e_R_bar=15.916630
step=2069944, D_t=78.939319, c_t=3.450978, e_P=0.484439, e_R=0.282964, e_P_bar=7.210656, e_R_bar=10.290048
step=2073184, D_t=147.425754, c_t=3.358324, e_P=0.472793, e_R=0.434091, e_P_bar=6.373486, e_R_bar=15.944597
step=2075387, D_t=108.937714, c_t=3.067890, e_P=0.450856, e_R=0.318333, e_P_bar=5.973458, e_R_bar=13.497897
step=2078964, D_t=13.277850, c_t=3.011056, e_P=0.339687, e_R=0.146379, e_P_bar=3.678295, e_R_bar=3.609134
step=2083284, D_t=37.961391, c_t=3.029381, e_P=0.524503, e_R=0.040622, e_P_bar=8.684764, e_R_bar=0.705449
step=2088382, D_t=57.744568, c_t=3.054669, e_P=0.364074, e_R=0.265173, e_P_bar=4.887637, e_R_bar=9.570796
step=2096013, D_t=362.640610, c_t=4.127166, e_P=0.971795, e_R=0.320996, e_P_bar=21.840277, e_R_bar=15.757015
step=2097374, D_t=147.275607, c_t=3.084634, e_P=0.370763, e_R=0.351318, e_P_bar=6.025563, e_R_bar=16.069966
step=2099041, D_t=114.200715, c_t=3.899152, e_P=0.583686, e_R=0.448071, e_P_bar=6.717040, e_R_bar=13.538198
step=2101050, D_t=34.221665, c_t=3.052553, e_P=0.364695, e_R=0.173297, e_P_bar=5.347710, e_R_bar=6.312315
step=2107057, D_t=16.391936, c_t=3.067442, e_P=0.357032, e_R=0.000592, e_P_bar=5.725720, e_R_bar=-0.914846
step=2108329, D_t=13.110395, c_t=3.053854, e_P=0.429863, e_R=0.074595, e_P_bar=4.742076, e_R_bar=1.932227
step=2111280, D_t=98.784726, c_t=3.487223, e_P=0.258464, e_R=0.299264, e_P_bar=3.692587, e_R_bar=13.562236
step=2124706, D_t=141.300577, c_t=4.040264, e_P=0.728298, e_R=0.524031, e_P_bar=7.920036, e_R_bar=14.828155
step=2133004, D_t=140.970514, c_t=3.312309, e_P=0.775329, e_R=0.119713, e_P_bar=15.924077, e_R_bar=5.325862
step=2136044, D_t=16.711895, c_t=3.021645, e_P=0.143390, e_R=0.171459, e_P_bar=1.436656, e_R_bar=5.599983
step=2138027, D_t=30.380823, c_t=3.101883, e_P=0.327267, e_R=0.112496, e_P_bar=6.102912, e_R_bar=4.849341
step=2141786, D_t=66.945933, c_t=3.107217, e_P=0.467016, e_R=0.135324, e_P_bar=10.166339, e_R_bar=5.526067
step=2150051, D_t=71.374415, c_t=3.564331, e_P=0.612932, e_R=0.247980, e_P_bar=9.380989, e_R_bar=7.399046
step=2152030, D_t=38.383867, c_t=3.212482, e_P=0.251406, e_R=0.221374, e_P_bar=3.196807, e_R_bar=8.157706
step=2157020, D_t=175.671717, c_t=4.152462, e_P=0.676113, e_R=0.206552, e_P_bar=15.409918, e_R_bar=10.671357
step=2163024, D_t=24.996888, c_t=3.142374, e_P=0.310473, e_R=0.081764, e_P_bar=6.318156, e_R_bar=3.174063
step=2167032, D_t=57.440608, c_t=3.379780, e_P=0.261997, e_R=0.163850, e_P_bar=5.365322, e_R_bar=9.278714
step=2175014, D_t=29.608019, c_t=3.175777, e_P=0.324787, e_R=0.094175, e_P_bar=6.675124, e_R_bar=3.828676
step=2179070, D_t=60.733653, c_t=3.434590, e_P=0.537892, e_R=0.066225, e_P_bar=10.719588, e_R_bar=2.560806
step=2183535, D_t=113.234863, c_t=3.845867, e_P=0.543419, e_R=0.328305, e_P_bar=9.147156, e_R_bar=11.949865
step=2198660, D_t=453.064367, c_t=5.549233, e_P=1.674977, e_R=0.225682, e_P_bar=29.215083, e_R_bar=7.253114
step=2200475, D_t=174.916321, c_t=4.648889, e_P=0.947727, e_R=0.047558, e_P_bar=18.650230, e_R_bar=1.414771
step=2203045, D_t=64.044783, c_t=3.426354, e_P=0.327444, e_R=0.262211, e_P_bar=4.361625, e_R_bar=10.443457
step=2207596, D_t=101.556748, c_t=3.462330, e_P=0.537147, e_R=0.120934, e_P_bar=12.702215, e_R_bar=6.462757
step=2215269, D_t=51.636605, c_t=3.195965, e_P=0.550198, e_R=0.007311, e_P_bar=10.162343, e_R_bar=-0.643611
step=2217212, D_t=37.740261, c_t=3.267375, e_P=0.290824, e_R=0.203554, e_P_bar=3.771662, e_R_bar=7.826563
step=2224035, D_t=35.468573, c_t=3.009770, e_P=0.075932, e_R=0.163963, e_P_bar=0.243123, e_R_bar=8.418909
step=2228011, D_t=93.285970, c_t=3.708961, e_P=0.076061, e_R=0.226522, e_P_bar=0.600312, e_R_bar=13.645936
step=2231011, D_t=64.803824, c_t=3.194344, e_P=0.115678, e_R=0.182316, e_P_bar=1.751499, e_R_bar=11.248995
step=2233049, D_t=50.732347, c_t=3.185801, e_P=0.437508, e_R=0.001080, e_P_bar=10.072968, e_R_bar=-1.092978
step=2236019, D_t=30.664871, c_t=3.031026, e_P=0.125701, e_R=0.144331, e_P_bar=1.428019, e_R_bar=7.700033
step=2239020, D_t=54.530715, c_t=3.405097, e_P=0.179697, e_R=0.175734, e_P_bar=3.237460, e_R_bar=9.928760
step=2242019, D_t=13.736235, c_t=3.011120, e_P=0.223011, e_R=0.059336, e_P_bar=4.501642, e_R_bar=2.684714
step=2245018, D_t=66.401098, c_t=3.032979, e_P=0.527162, e_R=0.072914, e_P_bar=10.994517, e_R_bar=3.452938
step=2246026, D_t=336.273063, c_t=6.312009, e_P=1.262699, e_R=0.289640, e_P_bar=22.079754, e_R_bar=13.602595
step=2253018, D_t=15.778182, c_t=3.099681, e_P=0.193437, e_R=0.097447, e_P_bar=3.387833, e_R_bar=4.480954
step=2256028, D_t=69.142010, c_t=3.303901, e_P=0.120627, e_R=0.283298, e_P_bar=1.098638, e_R_bar=11.707989
step=2259038, D_t=72.972010, c_t=3.042889, e_P=0.569359, e_R=0.072614, e_P_bar=11.680485, e_R_bar=3.083874
step=2261032, D_t=32.989778, c_t=3.105547, e_P=0.398033, e_R=0.100681, e_P_bar=6.953355, e_R_bar=4.198859
step=2264034, D_t=39.534221, c_t=3.213353, e_P=0.331253, e_R=0.112252, e_P_bar=6.832462, e_R_bar=5.690862
step=2268005, D_t=41.648763, c_t=3.273648, e_P=0.371472, e_R=0.021004, e_P_bar=9.123282, e_R_bar=0.251490
step=2271805, D_t=212.342255, c_t=4.526753, e_P=0.344746, e_R=0.374838, e_P_bar=6.855815, e_R_bar=19.434050
step=2288684, D_t=119.170244, c_t=3.695741, e_P=0.268228, e_R=0.432587, e_P_bar=3.267560, e_R_bar=15.088524
step=2290387, D_t=51.496953, c_t=3.377579, e_P=0.398701, e_R=0.344996, e_P_bar=4.151271, e_R_bar=9.260716
step=2291802, D_t=66.678206, c_t=3.566890, e_P=0.836994, e_R=0.004825, e_P_bar=11.548005, e_R_bar=-0.930381
step=2293444, D_t=567.518461, c_t=6.733576, e_P=2.124515, e_R=0.278223, e_P_bar=32.253190, e_R_bar=9.734920
step=2295490, D_t=167.059941, c_t=4.063452, e_P=0.804085, e_R=0.292210, e_P_bar=12.538535, e_R_bar=13.300565
step=2305007, D_t=37.316626, c_t=3.103310, e_P=0.206402, e_R=0.162948, e_P_bar=3.489474, e_R_bar=7.902963
step=2308155, D_t=116.038588, c_t=3.926239, e_P=0.803056, e_R=0.151307, e_P_bar=13.976463, e_R_bar=6.060995
step=2314010, D_t=133.922222, c_t=3.525951, e_P=0.725760, e_R=0.080693, e_P_bar=15.972695, e_R_bar=3.566155
step=2318043, D_t=26.584273, c_t=3.141343, e_P=0.332599, e_R=0.178667, e_P_bar=4.405153, e_R_bar=5.810609
step=2323023, D_t=145.600451, c_t=4.214018, e_P=0.742291, e_R=0.232555, e_P_bar=15.017873, e_R_bar=8.103356
step=2329698, D_t=157.294279, c_t=3.519231, e_P=0.467064, e_R=0.601543, e_P_bar=5.063122, e_R_bar=16.998628
step=2336638, D_t=27.410740, c_t=3.153974, e_P=0.381799, e_R=0.153944, e_P_bar=5.110381, e_R_bar=5.357750
step=2347060, D_t=98.732001, c_t=3.041272, e_P=1.105933, e_R=0.375075, e_P_bar=10.551041, e_R_bar=9.281139
step=2350124, D_t=357.389876, c_t=4.977774, e_P=2.124846, e_R=0.711905, e_P_bar=22.897668, e_R_bar=13.801324
step=2355043, D_t=27.631805, c_t=3.114749, e_P=0.233626, e_R=0.119419, e_P_bar=4.705516, e_R_bar=5.755148
step=2358011, D_t=143.851666, c_t=3.418463, e_P=0.294817, e_R=0.244594, e_P_bar=6.197751, e_R_bar=15.788958
step=2360104, D_t=44.672764, c_t=3.277264, e_P=0.190256, e_R=0.161038, e_P_bar=3.412835, e_R_bar=8.814652
step=2367019, D_t=38.013590, c_t=3.013521, e_P=0.159300, e_R=0.132904, e_P_bar=3.288071, e_R_bar=8.075628
step=2369138, D_t=121.685165, c_t=3.802077, e_P=0.749185, e_R=0.188999, e_P_bar=13.096121, e_R_bar=8.477143
step=2371018, D_t=49.305113, c_t=3.094989, e_P=0.212448, e_R=0.210377, e_P_bar=2.479398, e_R_bar=9.615759
step=2374811, D_t=21.662801, c_t=3.026099, e_P=0.153245, e_R=0.112066, e_P_bar=2.416333, e_R_bar=6.122658
step=2376012, D_t=38.009087, c_t=3.014618, e_P=0.267474, e_R=0.175201, e_P_bar=3.838254, e_R_bar=7.828536
step=2381136, D_t=78.101215, c_t=3.482957, e_P=0.419610, e_R=0.207981, e_P_bar=7.128173, e_R_bar=10.266040
step=2386096, D_t=294.336726, c_t=4.273702, e_P=1.581033, e_R=0.625319, e_P_bar=17.995261, e_R_bar=16.274029
step=2394099, D_t=76.791868, c_t=3.390928, e_P=0.313597, e_R=0.261566, e_P_bar=5.809891, e_R_bar=10.946639
step=2398016, D_t=82.406278, c_t=3.576186, e_P=0.553380, e_R=0.182270, e_P_bar=9.951371, e_R_bar=8.110658
step=2402036, D_t=61.462120, c_t=3.228437, e_P=0.550557, e_R=0.073206, e_P_bar=10.844589, e_R_bar=2.306325
step=2409228, D_t=38.208483, c_t=3.000197, e_P=0.169823, e_R=0.231285, e_P_bar=1.991659, e_R_bar=8.511772
step=2412093, D_t=71.210259, c_t=3.001579, e_P=0.428294, e_R=0.047636, e_P_bar=11.762146, e_R_bar=2.018029
step=2414052, D_t=44.845449, c_t=3.130030, e_P=0.129786, e_R=0.184681, e_P_bar=1.330915, e_R_bar=9.376543
step=2416839, D_t=133.406472, c_t=4.019101, e_P=0.660124, e_R=0.027717, e_P_bar=16.326512, e_R_bar=0.507899
