block_index,step,E_k,W_k,mean_familiarity,mean_surprise,regime_change
0,10099,0.00011392,0.00000000,0.03327961,1.04145148,0
1,10199,0.00134486,0.00000000,0.09852623,0.79761068,0
2,10299,0.00404299,0.00000000,0.17285068,0.77065753,0
3,10399,0.01235250,0.00000000,0.28219881,0.66361312,0
4,10499,0.01006298,0.00000000,0.21636675,0.79405184,0
5,10599,0.02391754,0.00000000,0.34174259,0.62018815,0
6,10699,0.04010519,0.00000000,0.41164433,0.60578359,0
7,10799,0.04946235,0.00000000,0.46265164,0.52414840,0
8,10899,0.06621106,0.00000000,0.51669437,0.59995147,0
9,10999,0.11512221,0.00000000,0.54410834,0.66249928,0
10,11099,0.13225020,0.00000000,0.50867970,0.71668752,0
11,11199,0.15574257,0.00000000,0.61284851,0.64245273,0
12,11299,0.16743824,0.00000000,0.59379214,0.68712747,0
13,11399,0.15575972,0.00000000,0.63560920,0.57422335,0
14,11499,0.15120069,0.00000000,0.64767320,0.59171619,0
15,11599,0.18480581,0.00000000,0.67026050,0.58700273,0
16,11699,0.24660145,0.00000000,0.70919669,0.64522469,0
17,11799,0.21209028,0.00000000,0.68342375,0.64431748,0
18,11899,0.25915080,0.00000000,0.70008240,0.71065419,0
19,11999,0.26878645,0.00000000,0.72934775,0.64036999,0
20,12099,0.32143117,0.00000000,0.69940489,0.80768820,0
21,12199,0.27168141,0.00000000,0.77476836,0.60953044,0
22,12299,0.23563093,0.00000000,0.61334147,0.87296048,0
23,12399,0.03815864,0.00000000,0.29735933,0.60059665,0
24,12499,0.05935742,0.00000000,0.41758491,0.56445468,0
25,12599,0.06835022,0.00000000,0.44139082,0.55465238,0
26,12699,0.12095038,0.00000000,0.54724595,0.58385317,0
27,12799,0.08601290,0.00000000,0.53848480,0.48755816,0
28,12899,0.10696731,0.00000000,0.54522806,0.53470419,0
29,12999,0.10602116,0.00000000,0.53841921,0.55766842,0
30,13099,0.54334541,0.00000000,0.82792844,0.91733276,0
31,13199,0.40401650,0.00000000,0.84186530,0.66888063,0
32,13299,0.35755969,0.00000000,0.87491863,0.52720553,0
33,13399,0.34670004,0.00000000,0.83452648,0.55402381,0
34,13499,0.44211663,0.00000000,0.86276283,0.63300538,0
35,13599,0.36859498,0.00000000,0.82527117,0.64526453,0
36,13699,0.37848056,0.00000000,0.91147227,0.50845855,0
37,13799,0.41400386,0.00000000,0.89992014,0.54810781,0
38,13899,0.33650317,0.00000000,0.69982371,0.83248150,0
39,13999,0.20379506,0.00000000,0.65166584,0.61948472,0
40,14099,0.45730165,0.00000000,0.86357057,0.66742297,0
41,14199,0.41842101,0.00000000,0.84627400,0.64337106,0
42,14299,0.38768399,0.00000000,0.83770214,0.62077338,0
43,14399,0.22220817,0.00000000,0.64775448,0.71318925,0
44,14499,0.18098801,0.00000000,0.71194584,0.46977278,0
45,14599,0.20257830,0.00000000,0.75430140,0.45714931,0
46,14699,0.20928214,0.00000000,0.73855371,0.51127298,0
47,14799,0.22884007,0.00000000,0.74373595,0.52730174,0
48,14899,0.28481003,0.00000000,0.76672107,0.58579462,0
49,14999,0.19961016,0.00000000,0.72753971,0.46851918,0
50,15099,0.60975221,0.00000000,0.84327641,0.87347071,0
51,15199,0.45631014,0.00000000,0.89440021,0.61665776,0
52,15299,0.45305885,0.00000000,0.90764261,0.57254776,0
53,15399,0.51084105,0.00000000,0.94160511,0.60254466,0
54,15499,0.48530426,0.00000000,0.93937291,0.56866949,0
55,15599,0.45867362,0.00000000,0.94085800,0.55085217,0
56,15699,0.36895481,0.00000000,0.92740541,0.47134218,0
57,15799,0.48290700,0.00000000,0.93749633,0.57640842,0
58,15899,0.43092113,0.00000000,0.96492008,0.49373115,0
59,15999,0.42928776,0.00000000,0.97630030,0.46873089,0
60,16099,0.45824569,0.00000000,0.94953945,0.52521006,0
61,16199,0.36661358,0.00000000,0.97998382,0.39766562,0
62,16299,0.43631117,0.00000000,0.98682923,0.45677633,0
63,16399,0.45456276,0.00000000,0.96778702,0.49561771,0
64,16499,0.49969777,0.00000000,0.97428981,0.53282612,0
65,16599,0.50335976,0.00000000,0.97971550,0.54317540,0
66,16699,0.50852371,0.00000000,0.97915030,0.55178058,0
67,16799,0.56827322,0.00000000,0.97948489,0.62301433,0
68,16899,0.50010610,0.00000000,0.97626304,0.53263735,0
69,16999,0.47009897,0.00000000,0.98892908,0.48657564,0
70,17099,0.76755178,0.16041021,0.94186398,0.88599872,0
71,17199,0.54664699,0.04805582,0.97822960,0.58464710,0
72,17299,0.52990264,0.00000000,0.97821655,0.57463341,0
73,17399,0.54076674,0.00000000,0.98950423,0.56437578,0
74,17499,0.51373555,0.00000000,0.97971922,0.55326745,0
